NPDES Permit Number,Outfall Number,Monitoring Location Code,Limit Set Designator,Parameter Code,Parameter Description,Monitoring Period Date,Limit Value,Limit Value Unit,DMR Value Type,Statistical Base,Limit Type Code,DMR Value,DMR Value Unit,Notes
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2009,1251,lb/d,Q2,DAILY MX,ENF,619,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2022,1251,lb/d,Q2,DAILY MX,ENF,63,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2014,1251,lb/d,Q2,DAILY MX,ENF,634,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2010,1251,lb/d,Q2,DAILY MX,ENF,661,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2021,1251,lb/d,Q2,DAILY MX,ENF,67,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2011,1251,lb/d,Q2,DAILY MX,ENF,672,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2008,1251,lb/d,Q2,DAILY MX,ENF,694,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2022,1251,lb/d,Q2,DAILY MX,ENF,70,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2023,1251,lb/d,Q2,DAILY MX,ENF,71,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2008,1251,lb/d,Q2,DAILY MX,ENF,724,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2011,1251,lb/d,Q2,DAILY MX,ENF,729,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2021,1251,lb/d,Q2,DAILY MX,ENF,73,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2021,1251,lb/d,Q2,DAILY MX,ENF,73,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2021,1251,lb/d,Q2,DAILY MX,ENF,73,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2022,1251,lb/d,Q2,DAILY MX,ENF,73,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2023,1251,lb/d,Q2,DAILY MX,ENF,73,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2023,1251,lb/d,Q2,DAILY MX,ENF,73,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2020,1251,lb/d,Q2,DAILY MX,ENF,75,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2023,1251,lb/d,Q2,DAILY MX,ENF,75,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2008,1251,lb/d,Q2,DAILY MX,ENF,766,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2019,1251,lb/d,Q2,DAILY MX,ENF,79,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2023,1251,lb/d,Q2,DAILY MX,ENF,79,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2019,1251,lb/d,Q2,DAILY MX,ENF,80,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2023,1251,lb/d,Q2,DAILY MX,ENF,80,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2023,1251,lb/d,Q2,DAILY MX,ENF,82,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2022,1251,lb/d,Q2,DAILY MX,ENF,83,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2010,1251,lb/d,Q2,DAILY MX,ENF,85,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2021,1251,lb/d,Q2,DAILY MX,ENF,85,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2019,1251,lb/d,Q2,DAILY MX,ENF,93,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2021,1251,lb/d,Q2,DAILY MX,ENF,93,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2008,1251,lb/d,Q2,DAILY MX,ENF,934,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2022,1251,lb/d,Q2,DAILY MX,ENF,97,lb/d,
NH0100871,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2010,1251,lb/d,Q2,DAILY MX,ENF,NODI: H,lb/d,
