NPDES Permit Number,Outfall Number,Monitoring Location Code,Limit Set Designator,Parameter Code,Parameter Description,Monitoring Period Date,Limit Value,Limit Value Unit,DMR Value Type,Statistical Base,Limit Type Code,DMR Value,DMR Value Unit,Notes
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2009,213,lb/d,Q1,MO AVG,ENF,122.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2008,213,lb/d,Q1,MO AVG,ENF,122.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2009,213,lb/d,Q1,MO AVG,ENF,123.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2016,213,lb/d,Q1,MO AVG,ENF,124.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2008,213,lb/d,Q1,MO AVG,ENF,126,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2010,213,lb/d,Q1,MO AVG,ENF,127.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2019,213,lb/d,Q1,MO AVG,ENF,13.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2018,213,lb/d,Q1,MO AVG,ENF,13.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2011,213,lb/d,Q1,MO AVG,ENF,130.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2014,213,lb/d,Q1,MO AVG,ENF,131.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2016,213,lb/d,Q1,MO AVG,ENF,132.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2011,213,lb/d,Q1,MO AVG,ENF,135.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2008,213,lb/d,Q1,MO AVG,ENF,136.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2011,213,lb/d,Q1,MO AVG,ENF,137.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2011,213,lb/d,Q1,MO AVG,ENF,138,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2017,213,lb/d,Q1,MO AVG,ENF,14.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2020,213,lb/d,Q1,MO AVG,ENF,14.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2019,213,lb/d,Q1,MO AVG,ENF,14.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2017,213,lb/d,Q1,MO AVG,ENF,14.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2020,213,lb/d,Q1,MO AVG,ENF,14.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2014,213,lb/d,Q1,MO AVG,ENF,141,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2010,213,lb/d,Q1,MO AVG,ENF,142.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2016,213,lb/d,Q1,MO AVG,ENF,143.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2009,213,lb/d,Q1,MO AVG,ENF,145.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2017,213,lb/d,Q1,MO AVG,ENF,145.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2016,213,lb/d,Q1,MO AVG,ENF,147.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2011,213,lb/d,Q1,MO AVG,ENF,148.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2021,213,lb/d,Q1,MO AVG,ENF,15.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2017,213,lb/d,Q1,MO AVG,ENF,151.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2017,213,lb/d,Q1,MO AVG,ENF,153.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2016,213,lb/d,Q1,MO AVG,ENF,154.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2009,213,lb/d,Q1,MO AVG,ENF,158.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2011,213,lb/d,Q1,MO AVG,ENF,159.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2020,213,lb/d,Q1,MO AVG,ENF,16,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2018,213,lb/d,Q1,MO AVG,ENF,16.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2017,213,lb/d,Q1,MO AVG,ENF,16.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2019,213,lb/d,Q1,MO AVG,ENF,16.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2015,213,lb/d,Q1,MO AVG,ENF,163.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2014,213,lb/d,Q1,MO AVG,ENF,166.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2008,213,lb/d,Q1,MO AVG,ENF,167,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2020,213,lb/d,Q1,MO AVG,ENF,17.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2021,213,lb/d,Q1,MO AVG,ENF,17.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2014,213,lb/d,Q1,MO AVG,ENF,170.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2017,213,lb/d,Q1,MO AVG,ENF,174.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2009,213,lb/d,Q1,MO AVG,ENF,175.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2016,213,lb/d,Q1,MO AVG,ENF,179.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2020,213,lb/d,Q1,MO AVG,ENF,18.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2021,213,lb/d,Q1,MO AVG,ENF,18.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2019,213,lb/d,Q1,MO AVG,ENF,18.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2021,213,lb/d,Q1,MO AVG,ENF,18.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2008,213,lb/d,Q1,MO AVG,ENF,188,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2021,213,lb/d,Q1,MO AVG,ENF,19.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2019,213,lb/d,Q1,MO AVG,ENF,19.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2010,213,lb/d,Q1,MO AVG,ENF,190.41,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2011,213,lb/d,Q1,MO AVG,ENF,191.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2017,213,lb/d,Q1,MO AVG,ENF,192.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2008,213,lb/d,Q1,MO AVG,ENF,194,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2018,213,lb/d,Q1,MO AVG,ENF,20.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2010,213,lb/d,Q1,MO AVG,ENF,209.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2019,213,lb/d,Q1,MO AVG,ENF,21,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2019,213,lb/d,Q1,MO AVG,ENF,21.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2020,213,lb/d,Q1,MO AVG,ENF,21.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2018,213,lb/d,Q1,MO AVG,ENF,21.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2018,213,lb/d,Q1,MO AVG,ENF,21.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2020,213,lb/d,Q1,MO AVG,ENF,21.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2021,213,lb/d,Q1,MO AVG,ENF,21.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2020,213,lb/d,Q1,MO AVG,ENF,22,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2022,213,lb/d,Q1,MO AVG,ENF,22,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2019,213,lb/d,Q1,MO AVG,ENF,22.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2021,213,lb/d,Q1,MO AVG,ENF,23.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2021,213,lb/d,Q1,MO AVG,ENF,23.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2010,213,lb/d,Q1,MO AVG,ENF,230,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2021,213,lb/d,Q1,MO AVG,ENF,25.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2021,213,lb/d,Q1,MO AVG,ENF,26,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2018,213,lb/d,Q1,MO AVG,ENF,26.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2018,213,lb/d,Q1,MO AVG,ENF,27.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2020,213,lb/d,Q1,MO AVG,ENF,27.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2017,213,lb/d,Q1,MO AVG,ENF,27.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2019,213,lb/d,Q1,MO AVG,ENF,28.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2018,213,lb/d,Q1,MO AVG,ENF,28.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2019,213,lb/d,Q1,MO AVG,ENF,28.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2018,213,lb/d,Q1,MO AVG,ENF,30.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2018,213,lb/d,Q1,MO AVG,ENF,32.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2021,213,lb/d,Q1,MO AVG,ENF,32.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2019,213,lb/d,Q1,MO AVG,ENF,33,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2022,213,lb/d,Q1,MO AVG,ENF,33.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2020,213,lb/d,Q1,MO AVG,ENF,34.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2020,213,lb/d,Q1,MO AVG,ENF,35,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2022,213,lb/d,Q1,MO AVG,ENF,35.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2017,213,lb/d,Q1,MO AVG,ENF,36.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2019,213,lb/d,Q1,MO AVG,ENF,36.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2015,213,lb/d,Q1,MO AVG,ENF,45.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2015,213,lb/d,Q1,MO AVG,ENF,48.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2020,213,lb/d,Q1,MO AVG,ENF,49.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2018,213,lb/d,Q1,MO AVG,ENF,50.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2010,213,lb/d,Q1,MO AVG,ENF,55.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2009,213,lb/d,Q1,MO AVG,ENF,57.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2010,213,lb/d,Q1,MO AVG,ENF,58.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2009,213,lb/d,Q1,MO AVG,ENF,59.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2015,213,lb/d,Q1,MO AVG,ENF,60.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2016,213,lb/d,Q1,MO AVG,ENF,60.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2008,213,lb/d,Q1,MO AVG,ENF,62,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2008,213,lb/d,Q1,MO AVG,ENF,62.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2016,213,lb/d,Q1,MO AVG,ENF,62.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2014,213,lb/d,Q1,MO AVG,ENF,63.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2017,213,lb/d,Q1,MO AVG,ENF,63.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2011,213,lb/d,Q1,MO AVG,ENF,65.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2014,213,lb/d,Q1,MO AVG,ENF,65.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2015,213,lb/d,Q1,MO AVG,ENF,65.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2014,213,lb/d,Q1,MO AVG,ENF,66.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2008,213,lb/d,Q1,MO AVG,ENF,70,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2011,213,lb/d,Q1,MO AVG,ENF,71.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2010,213,lb/d,Q1,MO AVG,ENF,73.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2015,213,lb/d,Q1,MO AVG,ENF,73.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2009,213,lb/d,Q1,MO AVG,ENF,73.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2011,213,lb/d,Q1,MO AVG,ENF,73.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2016,213,lb/d,Q1,MO AVG,ENF,73.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2009,213,lb/d,Q1,MO AVG,ENF,74.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2014,213,lb/d,Q1,MO AVG,ENF,77.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2010,213,lb/d,Q1,MO AVG,ENF,78.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2009,213,lb/d,Q1,MO AVG,ENF,81.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2008,213,lb/d,Q1,MO AVG,ENF,84.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2015,213,lb/d,Q1,MO AVG,ENF,85.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2015,213,lb/d,Q1,MO AVG,ENF,86.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2010,213,lb/d,Q1,MO AVG,ENF,88.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2014,213,lb/d,Q1,MO AVG,ENF,88.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2011,213,lb/d,Q1,MO AVG,ENF,89.17,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2008,213,lb/d,Q1,MO AVG,ENF,91,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2014,213,lb/d,Q1,MO AVG,ENF,93.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2009,213,lb/d,Q1,MO AVG,ENF,95.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2015,213,lb/d,Q1,MO AVG,ENF,95.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2016,213,lb/d,Q1,MO AVG,ENF,96.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2016,213,lb/d,Q1,MO AVG,ENF,96.9,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2011,213,lb/d,Q1,MO AVG,ENF,97.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2016,213,lb/d,Q1,MO AVG,ENF,99.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2012,213,lb/d,Q1,MO AVG,ENF,<= 100.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2012,213,lb/d,Q1,MO AVG,ENF,<= 104.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 109,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2012,213,lb/d,Q1,MO AVG,ENF,<= 113.4,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2012,213,lb/d,Q1,MO AVG,ENF,<= 121.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2012,213,lb/d,Q1,MO AVG,ENF,<= 127.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2013,213,lb/d,Q1,MO AVG,ENF,<= 134.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2012,213,lb/d,Q1,MO AVG,ENF,<= 134.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2013,213,lb/d,Q1,MO AVG,ENF,<= 141.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2012,213,lb/d,Q1,MO AVG,ENF,<= 142.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 142.2,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 192.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2012,213,lb/d,Q1,MO AVG,ENF,<= 40,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2012,213,lb/d,Q1,MO AVG,ENF,<= 43,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2012,213,lb/d,Q1,MO AVG,ENF,<= 43.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 56.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 57.6,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2013,213,lb/d,Q1,MO AVG,ENF,<= 68.3,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2013,213,lb/d,Q1,MO AVG,ENF,<= 73.1,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2012,213,lb/d,Q1,MO AVG,ENF,<= 73.5,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 81.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2013,213,lb/d,Q1,MO AVG,ENF,<= 81.8,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2013,213,lb/d,Q1,MO AVG,ENF,<= 98.7,lb/d,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2017,30,mg/L,C1,MO AVG,ENF,10.6,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2020,30,mg/L,C1,MO AVG,ENF,11.3,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2017,30,mg/L,C1,MO AVG,ENF,12.9,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2008,30,mg/L,C1,MO AVG,ENF,14.1,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2015,30,mg/L,C1,MO AVG,ENF,14.1,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2009,30,mg/L,C1,MO AVG,ENF,15.2,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2014,30,mg/L,C1,MO AVG,ENF,15.2,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2009,30,mg/L,C1,MO AVG,ENF,15.3,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2008,30,mg/L,C1,MO AVG,ENF,15.6,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2008,30,mg/L,C1,MO AVG,ENF,15.6,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2009,30,mg/L,C1,MO AVG,ENF,15.6,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2008,30,mg/L,C1,MO AVG,ENF,16.1,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2010,30,mg/L,C1,MO AVG,ENF,16.3,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2015,30,mg/L,C1,MO AVG,ENF,16.4,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2010,30,mg/L,C1,MO AVG,ENF,16.8,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2011,30,mg/L,C1,MO AVG,ENF,17.3,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2014,30,mg/L,C1,MO AVG,ENF,17.3,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2015,30,mg/L,C1,MO AVG,ENF,17.6,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2011,30,mg/L,C1,MO AVG,ENF,17.7,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2016,30,mg/L,C1,MO AVG,ENF,17.8,mg/L,
NH0100196,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2010,30,mg/L,C1,MO AVG,ENF,17.9,mg/L,
