"","UNH_ID","Sample_Name","Collection_Date","Collection_Time","WY","CY","Project","Sub_Project","Sub_ProjectA","Volume","Collector_Radius_cm","Rainfall_mm","Collector_Precip_mm","pH","NH4","Potassium","Magnesium","Calcium","Nitrate","PO4","PO4_Final","Chloride","Sulfate","Sodium","NPOC","TDN","DON","Field Notes","Lab_Notes","AllCat","NutCat","MacCat","MicroCat","AllAnion","NutAnion","MacAnion","MicroAnion","Balance","TDNf","TDNf_notes","NPOCf","NPOCf_notes","NH4f","NH4f_notes","NH4_exceed","NO3f","NO3f_notes","DONf","DONf_notes","DONexceeds","PO4f","PO4f_notes","cbf","allcatf","nutcatf","macromicrocatf","allanionsf","nutanionsf","macmicanionsf"
"12",73685,"ppt1Thomp",2007-11-07,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,1243,14.8,18.7,18.0633456321107,4.28,299.965096486389,0.129916633993549,0.14050750871021,0.267584992956956,0.430221334774765,5.68889119113393,5.68889119113393,1.78091612678021,0.574386767433087,1.05500025850786,0.795903627956908,0.66827227022227,-0.0619141610388838,NA,NA,148.023519763422,95.5427737384447,21.4153706351388,74.1274031033059,117.991808057669,117.991617511597,31.933176865008,86.058440646589,30.0317117057532,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"13",73847,"ppt1Thomp",2007-11-13,1899-12-31 09:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,147.9,14.8,2.2,2.14929108526885,NA,881.038144630685,0.0676292960628957,-0.0012,0.2055,0.910112755349671,2.64236453942301,2.64236453942301,0.311431751051547,0.991070415782419,0.15892710561886,1.44161580644342,1.47151397775912,-0.319636922221233,NA,NA,NA,81.6982789358945,62.8998461219879,18.7984328139066,NA,136.140268315866,65.5415041741943,70.5987641416713,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"14",73968,"ppt1Thomp",2007-11-15,1899-12-31 12:30:00,"2008",2007,"Lamprey","Wet Deposition",NA,158,14.8,2.1,2.29606485106476,NA,613.345831440318,0.147810090289295,0.047052587304714,0.187025061990809,0.481815609140628,4.05644997303032,4.05644997303032,0.956508826310758,1.11828245302205,0.525842207173194,2.17411170171852,1.01508412997386,-0.0800773106070858,NA,NA,NA,83.6463351574192,43.7885222703161,39.857812887103,NA,131.995432961472,35.2670064296223,96.7284265318496,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"15",74012,"ppt1Thomp",2007-11-16,1899-12-31 07:45:00,"2008",2007,"Lamprey","Wet Deposition",NA,1175,14.8,17.9,17.0751658227917,4,155.488051391356,0.0765177624517927,0.01951,0.06863,0.188484605441755,0.824254427444284,1,0.180651550229955,0.302136616309147,0.152179904177532,0.543042738861591,0.345703569598947,0.00173091276583573,NA,NA,124.707358617873,24.7073586178735,11.1007390155891,13.6066196022844,37.5732891857338,37.5731891857338,13.6329955539436,23.9401936317902,87.1340694321397,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"16",74014,"ppt1Thomp",2007-11-16,1899-12-31 16:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,44,14.8,0.6,0.639410464853477,NA,287.696345945677,NA,NA,NA,NA,2.23834033139792,2.23834033139792,NA,NA,NA,1.00815614701571,0.394153036868649,NA,NA,NA,NA,NA,20.539469261489,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,NA,2,NA,2,2,2,2,2,2,2
"17",74020,"ppt1Thomp",2007-11-21,1899-12-31 10:30:00,"2008",2007,"Lamprey","Wet Deposition",NA,273,14.8,4.7,3.96725129329544,NA,87.4613604806186,0.0768808347560263,0.021944,0.050624,0.187305408720562,1.63230331384079,1,0.563099896479264,0.145053780009405,0.270065630446659,0.486220067154778,0.251274968303045,-0.0234918008981358,NA,NA,NA,24.2895558941326,6.24411797534223,18.0454379187903,NA,38.6520746152056,13.7218761092371,24.9301985059685,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"18",74037,"ppt1Thomp",2007-11-26,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,166,14.8,3.4,2.41232129921994,NA,85.3048538718346,0.0766146599243283,-0.000178985009727502,0.0257071768686947,0.211790679806513,1.32484084033691,1,0.409534239751018,0.585283266132381,0.13521161373597,0.724875288323392,0.292877426560193,-0.00421810711815426,NA,NA,NA,15.1991599814103,6.09015876860388,9.10900121280647,NA,63.4604801300689,15.4040981171931,48.0563820128758,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"19",74074,"ppt1Thomp",2007-11-27,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,1020,14.8,16.272,14.8226971397852,4.55,102.556879963434,0.0736251208179037,-0.00156161419448559,-0.00118937799967372,0.215905941154479,2.71550011634827,2.71550011634827,0.328244839967784,0.283051331854678,0.215661166134501,0.453159603616269,0.300472119929079,-0.0179907011888343,NA,NA,46.5816447191102,18.3978154064656,7.32183051070422,11.0759848957614,42.9089903895744,42.9086355761852,15.9957479477064,26.9128876284788,3.67265432953575,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"20",74172,"ppt1Thomp",2007-12-03,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,955,14.8,15.1,13.8781134985243,5.27,64.4933867134372,0.0400081292862564,-0.0153,0.055,0.208909514529274,-0.387818666977313,1,0.158563019257126,0.125614547632805,0.154899876294221,0.124776218125169,0.238292906238988,-0.0351099950037225,"ppt2Thomp not working, not sure why",NA,19.2212492608657,13.8509312971631,4.60436829538354,9.24656300177961,27.1406857698254,27.1388236826887,14.8315883864027,12.3072352962861,-7.91943650895972,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"21",74173,"ppt1Thomp",2007-12-04,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,337,14.8,6.1,4.89730287853686,5.87,56.7544951509889,0.035551714488747,0.0217,0.0385,0.0746421561425137,1.2282791058157,1,0.409840800399132,0.192794843972463,0.284529867964436,0.347262806344481,0.126018646140334,-0.00537800515316811,"ppt2Thomp not working, probably the fuse",NA,22.3932940987511,21.0443312161595,4.05186657749617,16.9924646386633,29.1843950169988,29.1769819145858,5.5919892525138,23.584992662072,-6.79110091824768,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"22",74212,"ppt1Thomp",2007-12-05,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,4,14.8,0,0.0581282240775888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough vol to save",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,2,2,2,2,2,2,2
"23",74214,"ppt1Thomp",2007-12-10,1899-12-31 10:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,189.5,14.8,3.6,2.75382461567577,NA,107.027141938001,0.0499229026199213,-0.0176,0.0058,0.418498597171055,1.63230331384079,1,0.485535041457033,0.234454819448886,0.534805137496208,0.645581832805249,0.472606032196292,-0.052919706912764,"snowing during collection",NA,NA,31.0217448859826,7.64097536503184,23.3807695209507,NA,58.5458633026059,30.2274225110714,28.3184407915345,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"24",74234,"ppt1Thomp",2007-12-11,1899-12-31 10:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,10,14.8,0.4,0.145320560193972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not enough vol to save",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,2,2,2,2,2,2,2
"25",74236,"ppt1Thomp",2007-12-12,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,48,14.8,0.6,0.697538688931066,NA,280.869130695191,NA,NA,NA,0.002,-3.01397766535255,1,NA,NA,NA,1.75829289514371,1.25878110168197,0.977812884281013,NA,NA,NA,NA,20.0520547365739,NA,NA,NA,-0.638455507267524,NA,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"26",74351,"ppt1Thomp",2007-12-14,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,754,14.8,13.2,10.9571702386255,4.7,22.7637524142303,0.0398334105399745,0.0166,0.1889,0.0905957713175485,-3.41800140303131,1,0.505552114025779,0.386182284036737,0.514967858692015,0.258671095456132,0.123661672336197,0.0103021486044187,NA,"Deleted IC NO3 (0.601)",55.7885940522038,35.8359709025151,1.62516973043695,34.2108011720781,44.0828285986258,44.0823274113922,5.73582973573603,38.3464976756562,11.705765453578,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"27",74379,"ppt1Thomp",2007-12-18,1899-12-31 09:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,698.5,14.8,34,10.150641129549,5.27,33.7099232583916,0.0381003231865047,0.0034,0.0184,0.0669556812057926,-1.19586708302749,1,0.365936683229776,0.124188162699565,0.313572522712129,0.567321516772684,0.0910007496217274,-0.00966485484245685,NA,NA,23.5890450858967,18.2187271221941,2.40664833714511,15.812078785049,22.5934169736247,22.591554886488,4.52402941077391,18.0675254757141,0.995628112271962,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"28",74391,"ppt1Thomp",2007-12-21,1899-12-31 08:00:00,"2008",2007,"Lamprey","Wet Deposition",NA,602.5,14.8,11.4,8.75556375168682,4.86,15.9938626515093,0.0350781068632594,-0.0739500177963812,-0.0525106588336556,0.172689496502152,0.839100003242493,1,0.129328050307877,0.121201597860264,0.201970249513029,0.24007458471572,0.215808124393173,0.027124765239512,NA,NA,15.9226358857824,2.11879323975353,1.14184783690364,0.976945402849891,23.7166229864644,23.7158985505043,12.5085169209595,11.2073816295448,-7.79398710068198,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"29",74398,"ppt1Thomp",2007-12-26,1899-12-31 13:45:00,"2008",2007,"Lamprey","Wet Deposition",NA,594.85,14.8,8.6,8.64439352313843,5.44,40.0471804394312,0.0412549579279847,0.0847,0.1434,0.0563330208023161,0.420230219419196,1,0.929011999182057,0.180008986146136,0.758459657305745,0.305420657178555,0.118461365054054,0.0220811638123066,NA,NA,54.6616605552025,51.0308800075015,2.85908334685737,48.1717966606441,41.5459847509969,41.5432305222936,4.11178064257683,37.4314498797167,13.1156758042056,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"30",74405,"ppt1Thomp",2008-01-02,1899-12-31 13:50:00,"2008",2008,"Lamprey","Wet Deposition",NA,3107.5,14.8,51.5,45.1583640802768,5.68,107.780620695454,0.0534571814123335,0.025,0.077,0.281881550786862,1.02626676662999,1,0.568358767710984,0.389928822406524,0.461686820314292,0.653072094075692,0.342747999273124,-0.0469141722091916,NA,NA,37.1331032947284,35.0438071638743,7.69476837977111,27.3490387841032,60.7006463296709,60.6958600287476,20.3441387225496,40.3517213061981,-23.5675430349425,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"31",74792,"ppt1Thomp",2008-01-08,1899-12-31 10:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,0,14.8,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no sample in bucket",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,2,2,2,2,2,2,2
"32",74859,"ppt1Thomp",2008-01-10,1899-12-31 08:30:00,"2008",2008,"Lamprey","Wet Deposition",NA,56.5,14.8,0.6,0.821061165095943,NA,567.484295569071,0.123558689489911,-0.0036,0.0888,0.452593567271579,4.46047441622857,4.46047441622857,1.07736661401186,0.779105002962216,0.69912392904624,1.79391637102566,0.851218332162429,-0.168859530678221,NA,NA,NA,78.2196866920588,40.5143353729614,37.7053513190974,NA,112.249720244555,33.267294247181,78.982425997374,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"33",74861,"ppt1Thomp",2008-01-11,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,439,14.8,5.9,6.37957259251538,5.03,96.6965878447703,0.0310469246125222,0.0083,0.0261,0.268190866540611,1.72780001163483,1,0.226434495961693,0.321345775337383,0.128254850829879,0.385230682439488,0.290707514169083,-0.0741799402162982,NA,NA,24.5942314819876,15.2616884740177,6.90344740806527,8.35824106595242,45.9477114901835,45.9466399708782,19.5169748394028,26.4296651314754,-21.3534800081959,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"34",74863,"ppt1Thomp",2008-01-11,1899-12-31 17:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,1535,14.8,24.1,22.3067059897747,6.48,102.246398925781,0.0494252246219886,0.0188,0.001,0.174608326629782,1.5949000120163,1,0.621763078764544,0.405015583089118,0.470210263833221,0.425655820668949,0.255451196174066,-0.0214035293814974,NA,NA,30.9448610521304,30.6137299306479,7.29966437679596,23.3140655538519,55.6366276191871,55.6064281019831,12.8073839270244,42.7990441749587,-24.6917665670567,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"35",74865,"ppt1Thomp",2008-01-15,1899-12-31 14:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,464,14.8,14.4,6.74287399300031,NA,21.1923007965088,0.042696375981902,0.0294,0.0646,0.100990044941838,3.25710010528564,3.25710010528564,0.246025889998963,0.0174040332617947,0.184021420495423,0.173305333228248,0.025,-0.0746422247428239,"Seems like there should have been more snow in the buckets; light and fluffy snow",NA,NA,16.2523138414752,1.51297928153843,14.7393345599368,NA,15.9325783436739,7.90757087582601,8.02500746784789,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"36",74994,"ppt1Thomp",2008-01-18,1899-12-31 08:15:00,"2008",2008,"Lamprey","Wet Deposition",NA,871.5,14.8,11.5,12.6646868209047,NA,39.4255981445313,0.0341069153235742,0.0869,0.0524,0.0530548064848014,1.77960002422333,1,1.03633283624594,0.096772423330467,0.647078750812403,0.16488961399738,0.098216139319459,0.00573573469012633,"dropped cover in snow, may have slightly contaminated sample, but I doubt it","Deleted pH 7.38",NA,41.5989912730941,2.81470679978092,38.7842844733131,NA,39.4358897059499,4.16888745323562,35.2670022527142,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"37",75001,"ppt1Thomp",2008-01-22,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,251.5,14.8,4.8,3.6548120888784,NA,39.5514984130859,0.0425746418217712,0.0277,0.0255,0.0156652042574624,0.436800003051758,1,0.304630609389973,0.183046714472084,0.318478450664844,0.314858941586299,0.025,-0.0130475836171253,NA,"not quite enough for pH/cond",NA,21.3174886316808,2.82369518191518,18.4937934497656,NA,21.2213294873686,1.21193719330461,20.0093922940639,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"38",75070,"ppt1Thomp",2008-01-28,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,594,14.8,10.8,8.63204127552194,3.91,142.186706542969,0.0805408713756199,0.08767,0.0124,0.14259292960573,1.0407999753952,1,1.5896428086999,0.584867432621726,1.08208178675885,0.559762425678822,0.277304204075893,-0.00747543207280563,NA,NA,190.138854211971,67.111977130733,10.151117765615,56.960859365118,91.7201279362581,91.7200466532065,10.4030363055555,81.317010347651,98.418726275713,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"39",75149,"ppt1Thomp",2008-01-30,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,82,14.8,1.3,1.19162859359057,NA,324.810791015625,0.0770200426677055,0.0884,0.128,1.07951633665989,2.09910011291504,2.09910011291504,1.88643895556693,1.30689926328828,1.32789959057764,1.22121373932797,1.23859055166732,-0.165736576008195,NA,NA,NA,96.5810036387513,23.189176198731,73.3918274400203,NA,212.242012455735,77.519357249849,134.722655205886,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"40",75151,"ppt1Thomp",2008-01-31,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,54,14.8,0.7,0.784731025047449,NA,303.264404296875,0.120891308336864,0.0401264165036193,0.144687729108746,0.342697536879241,1.54499995708466,1,2.2022652148139,0.619583303144894,1.35545062689847,1.71889152405987,0.616620326769173,-0.0293416144069432,NA,NA,NA,94.2236378880092,21.6509177052099,72.5727201827992,NA,125.559201479975,24.7970683765614,100.762133103413,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"41",75270,"ppt1Thomp",2008-02-04,1899-12-31 17:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,1910,14.8,29,27.7562269970487,NA,96.1213989257813,0.0503926016485505,0.0849,0.371739277783816,0.0427031473902596,1.77960002422333,1,1.36298673364957,0.335356279480802,0.936423668032938,0.493465932457237,0.167424164344381,0.0285996180283405,NA,NA,NA,74.4195327675531,6.86238301747564,67.5571497500774,NA,62.7913710414992,3.42985274954877,59.3615182919504,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"42",75423,"ppt1Thomp",2008-02-05,1899-12-31 17:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,1263.5,14.8,19.1,18.3612527805084,4.21,234.031295776367,0.0596029863521445,0.0265502943130545,0.129241170590682,0.41610731387994,0.0674000009894371,1,0.647036838961595,0.686079664686431,0.236717171173618,0.736553074269716,0.608420323804135,-0.0417182858521727,NA,NA,98.8226690204071,37.1631688342589,16.7081670433617,20.4550017908972,90.7639689146016,90.7638067335919,29.721533082238,61.0422736513538,8.05870010580547,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"43",75429,"ppt1Thomp",2008-02-06,1899-12-31 13:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,897.18,14.8,13.9,13.0378700194828,5.5,111.309196472168,0.0602559220205102,0.00178089383304215,0.0228945617797332,0.198222665227651,1.0407999753952,1,0.502854779570573,0.315170521660826,0.193539374157036,0.568844137079039,0.286488207396736,-0.0230436543030828,"precip collector covering wet bucket though it was raining",NA,22.3576006886998,19.1953230285314,7.9466835490946,11.2486394794368,48.2190809099216,48.2159186322615,14.3746030665979,33.8413155656636,-25.8614802212219,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"44",75431,"ppt1Thomp",2008-02-07,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,1374,14.8,21.5,19.9670449706518,5.45,47.6016998291016,0.0313632363641518,0.0109,0.1497,0.0882970912653774,0.621500015258789,1,0,0.161408367353381,0.0566772053567314,0.326665166406581,0.160987162016826,0.0250883709223473,NA,NA,18.5810434564781,15.0329095641423,3.39842220526177,11.6344873588805,16.5069728378141,16.5041544548828,6.43689521747368,10.0672592374092,2.07407061866396,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
"45",75521,"ppt1Thomp",2008-02-08,1899-12-31 08:00:00,"2008",2008,"Lamprey","Wet Deposition",NA,78.5,14.8,2.6,1.14076639752268,NA,78.6045989990234,0.0639422970587371,-0.00174643191969624,0.0505709754708059,0.297670262351518,0.856100022792816,1,0.784302956045883,0.282450059480982,0.393384413239393,0.538571765744982,0.340649226980813,-0.0356256343697286,"collector closed even though light snow during collection",NA,NA,26.7383178583174,5.61180831006093,21.1265095482565,NA,61.1740179677317,21.434894154344,39.7391238133877,NA,2,NA,2,NA,2,NA,"Good",2,NA,2,NA,"Good",2,NA,2,2,2,2,2,2,2
