NPDES Permit Number,Outfall Number,Monitoring Location Code,Limit Set Designator,Parameter Code,Parameter Description,Monitoring Period Date,Limit Value,Limit Value Unit,DMR Value Type,Statistical Base,Limit Type Code,DMR Value,DMR Value Unit,Notes
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",6/30/2023,Mon,mg/L,C1,MO AVG,ENF,2.6,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",5/31/2023,Mon,mg/L,C1,MO AVG,ENF,2.8,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",8/31/2023,Mon,mg/L,C1,MO AVG,ENF,2.8,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",7/31/2023,Mon,mg/L,C1,MO AVG,ENF,2.9,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",5/31/2024,Mon,mg/L,C1,MO AVG,ENF,2.9,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",9/30/2023,Mon,mg/L,C1,MO AVG,ENF,3,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",4/30/2024,Mon,mg/L,C1,MO AVG,ENF,3.1,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",3/31/2023,Mon,mg/L,C1,MO AVG,ENF,3.8,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",2/28/2023,Mon,mg/L,C1,MO AVG,ENF,4,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",2/29/2024,Mon,mg/L,C1,MO AVG,ENF,4.3,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",12/31/2023,Mon,mg/L,C1,MO AVG,ENF,4.4,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",3/31/2024,Mon,mg/L,C1,MO AVG,ENF,4.7,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",1/31/2023,Mon,mg/L,C1,MO AVG,ENF,4.8,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",11/30/2022,Mon,mg/L,C1,MO AVG,ENF,5.3,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",12/31/2022,Mon,mg/L,C1,MO AVG,ENF,5.3,mg/L,
NHG58A004,1,1,A,600,"Nitrogen, total (as N)",1/31/2024,Mon,mg/L,C1,MO AVG,ENF,5.7,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",1/31/2024,Mon,mg/L,C1,MO AVG,ENF,0.8,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",1/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.1,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",3/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.1,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",5/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.1,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",11/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.1,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",4/30/2024,Mon,mg/L,C1,MO AVG,ENF,1.1,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",4/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",7/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",8/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",9/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",12/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",2/29/2024,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",3/31/2024,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",5/31/2024,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",6/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.3,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",10/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.3,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",2/28/2023,Mon,mg/L,C1,MO AVG,ENF,1.4,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",11/30/2022,Mon,mg/L,C1,MO AVG,ENF,1.6,mg/L,
NHG58A004,1,1,A,625,"Nitrogen, Kjeldahl, total (as N)",12/31/2022,Mon,mg/L,C1,MO AVG,ENF,1.6,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),11/30/2023,Mon,mg/L,C1,MO AVG,ENF,0.7,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),10/31/2023,Mon,mg/L,C1,MO AVG,ENF,1,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),4/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),6/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.2,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),5/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.6,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),8/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.6,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),7/31/2023,Mon,mg/L,C1,MO AVG,ENF,1.7,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),5/31/2024,Mon,mg/L,C1,MO AVG,ENF,1.7,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),9/30/2023,Mon,mg/L,C1,MO AVG,ENF,1.8,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),4/30/2024,Mon,mg/L,C1,MO AVG,ENF,2,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),2/28/2023,Mon,mg/L,C1,MO AVG,ENF,2.5,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),3/31/2023,Mon,mg/L,C1,MO AVG,ENF,2.7,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),2/29/2024,Mon,mg/L,C1,MO AVG,ENF,3.1,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),12/31/2023,Mon,mg/L,C1,MO AVG,ENF,3.2,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),12/31/2022,Mon,mg/L,C1,MO AVG,ENF,3.6,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),3/31/2024,Mon,mg/L,C1,MO AVG,ENF,3.6,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),11/30/2022,Mon,mg/L,C1,MO AVG,ENF,3.7,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),1/31/2023,Mon,mg/L,C1,MO AVG,ENF,3.7,mg/L,
NHG58A004,1,1,A,630,Nitrite plus nitrate total 1 det. (as N),1/31/2024,Mon,mg/L,C1,MO AVG,ENF,4.9,mg/L,
