NPDES Permit Number,Outfall Number,Monitoring Location Code,Limit Set Designator,Parameter Code,Parameter Description,Monitoring Period Date,Limit Value,Limit Value Unit,DMR Value Type,Statistical Base,Limit Type Code,DMR Value,DMR Value Unit,Notes
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2024,30,mg/L,C1,MO AVG,ENF,2,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2023,30,mg/L,C1,MO AVG,ENF,5,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2023,30,mg/L,C1,MO AVG,ENF,6,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2024,30,mg/L,C1,MO AVG,ENF,8,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2023,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2023,45,mg/L,C2,WKLY AVG,ENF,16,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2023,45,mg/L,C2,WKLY AVG,ENF,2.8,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2022,45,mg/L,C2,WKLY AVG,ENF,3,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2023,45,mg/L,C2,WKLY AVG,ENF,4,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2023,45,mg/L,C2,WKLY AVG,ENF,7,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2023,45,mg/L,C2,WKLY AVG,ENF,8,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2024,45,mg/L,C2,WKLY AVG,ENF,8,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2024,45,mg/L,C2,WKLY AVG,ENF,8,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,0,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,1.8,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2024,48.8,lb/d,Q2,DAILY MX,ENF,10,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2024,48.8,lb/d,Q2,DAILY MX,ENF,10,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,11.5,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,2.9,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,25.4,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2022,48.8,lb/d,Q2,DAILY MX,ENF,3.7,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2023,48.8,lb/d,Q2,DAILY MX,ENF,5.6,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2022,48.8,lb/d,Q2,DAILY MX,ENF,6,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2023,48.8,lb/d,Q2,DAILY MX,ENF,8,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2023,48.8,lb/d,Q2,DAILY MX,ENF,8.8,lb/d,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2022,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",5/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",10/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",11/30/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",12/31/2023,50,mg/L,C3,DAILY MX,ENF,0,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/28/2023,50,mg/L,C3,DAILY MX,ENF,10,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",2/29/2024,50,mg/L,C3,DAILY MX,ENF,10,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",3/31/2023,50,mg/L,C3,DAILY MX,ENF,12,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",4/30/2023,50,mg/L,C3,DAILY MX,ENF,25,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2023,50,mg/L,C3,DAILY MX,ENF,5.6,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",6/30/2022,50,mg/L,C3,DAILY MX,ENF,6,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2022,50,mg/L,C3,DAILY MX,ENF,6.1,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",7/31/2022,50,mg/L,C3,DAILY MX,ENF,7,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",8/31/2022,50,mg/L,C3,DAILY MX,ENF,7,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",9/30/2023,50,mg/L,C3,DAILY MX,ENF,8,mg/L,
NHG580011,001,1,A,00310,"BOD, 5-day, 20 deg. C",1/31/2024,50,mg/L,C3,DAILY MX,ENF,9,mg/L,
NHG580011,001,1,A,00400,pH,12/31/2022,6.5,SU,C1,MINIMUM,ENF,6.67,SU,
NHG580011,001,1,A,00400,pH,10/31/2022,6.5,SU,C1,MINIMUM,ENF,6.81,SU,
NHG580011,001,1,A,00400,pH,11/30/2022,6.5,SU,C1,MINIMUM,ENF,6.81,SU,
NHG580011,001,1,A,00400,pH,1/31/2023,6.5,SU,C1,MINIMUM,ENF,6.81,SU,
NHG580011,001,1,A,00400,pH,3/31/2023,6.5,SU,C1,MINIMUM,ENF,6.88,SU,
NHG580011,001,1,A,00400,pH,10/31/2023,6.5,SU,C1,MINIMUM,ENF,6.9,SU,
NHG580011,001,1,A,00400,pH,6/30/2022,6.5,SU,C1,MINIMUM,ENF,7,SU,
NHG580011,001,1,A,00400,pH,4/30/2023,6.5,SU,C1,MINIMUM,ENF,7,SU,
NHG580011,001,1,A,00400,pH,5/31/2023,6.5,SU,C1,MINIMUM,ENF,7,SU,
NHG580011,001,1,A,00400,pH,2/28/2023,6.5,SU,C1,MINIMUM,ENF,7.07,SU,
NHG580011,001,1,A,00400,pH,7/31/2022,6.5,SU,C1,MINIMUM,ENF,7.1,SU,
NHG580011,001,1,A,00400,pH,11/30/2023,6.5,SU,C1,MINIMUM,ENF,7.1,SU,
NHG580011,001,1,A,00400,pH,5/31/2022,6.5,SU,C1,MINIMUM,ENF,7.11,SU,
NHG580011,001,1,A,00400,pH,9/30/2022,6.5,SU,C1,MINIMUM,ENF,7.12,SU,
NHG580011,001,1,A,00400,pH,8/31/2022,6.5,SU,C1,MINIMUM,ENF,7.13,SU,
NHG580011,001,1,A,00400,pH,6/30/2023,6.5,SU,C1,MINIMUM,ENF,7.2,SU,
NHG580011,001,1,A,00400,pH,7/31/2023,6.5,SU,C1,MINIMUM,ENF,7.2,SU,
NHG580011,001,1,A,00400,pH,8/31/2023,6.5,SU,C1,MINIMUM,ENF,7.2,SU,
NHG580011,001,1,A,00400,pH,12/31/2023,6.5,SU,C1,MINIMUM,ENF,7.2,SU,
NHG580011,001,1,A,00400,pH,1/31/2024,6.5,SU,C1,MINIMUM,ENF,7.2,SU,
NHG580011,001,1,A,00400,pH,4/30/2022,6.5,SU,C1,MINIMUM,ENF,7.24,SU,
NHG580011,001,1,A,00400,pH,9/30/2023,6.5,SU,C1,MINIMUM,ENF,7.3,SU,
NHG580011,001,1,A,00400,pH,2/29/2024,6.5,SU,C1,MINIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,11/30/2022,8,SU,C3,MAXIMUM,ENF,7.18,SU,
NHG580011,001,1,A,00400,pH,4/30/2023,8,SU,C3,MAXIMUM,ENF,7.3,SU,
NHG580011,001,1,A,00400,pH,1/31/2023,8,SU,C3,MAXIMUM,ENF,7.32,SU,
NHG580011,001,1,A,00400,pH,8/31/2023,8,SU,C3,MAXIMUM,ENF,7.4,SU,
NHG580011,001,1,A,00400,pH,12/31/2023,8,SU,C3,MAXIMUM,ENF,7.4,SU,
NHG580011,001,1,A,00400,pH,9/30/2022,8,SU,C3,MAXIMUM,ENF,7.48,SU,
NHG580011,001,1,A,00400,pH,10/31/2022,8,SU,C3,MAXIMUM,ENF,7.49,SU,
NHG580011,001,1,A,00400,pH,7/31/2022,8,SU,C3,MAXIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,8/31/2022,8,SU,C3,MAXIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,5/31/2023,8,SU,C3,MAXIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,9/30/2023,8,SU,C3,MAXIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,10/31/2023,8,SU,C3,MAXIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,11/30/2023,8,SU,C3,MAXIMUM,ENF,7.5,SU,
NHG580011,001,1,A,00400,pH,6/30/2022,8,SU,C3,MAXIMUM,ENF,7.51,SU,
NHG580011,001,1,A,00400,pH,5/31/2022,8,SU,C3,MAXIMUM,ENF,7.52,SU,
NHG580011,001,1,A,00400,pH,4/30/2022,8,SU,C3,MAXIMUM,ENF,7.54,SU,
NHG580011,001,1,A,00400,pH,2/28/2023,8,SU,C3,MAXIMUM,ENF,7.57,SU,
NHG580011,001,1,A,00400,pH,3/31/2023,8,SU,C3,MAXIMUM,ENF,7.59,SU,
NHG580011,001,1,A,00400,pH,6/30/2023,8,SU,C3,MAXIMUM,ENF,7.6,SU,
NHG580011,001,1,A,00400,pH,12/31/2022,8,SU,C3,MAXIMUM,ENF,7.64,SU,
NHG580011,001,1,A,00400,pH,7/31/2023,8,SU,C3,MAXIMUM,ENF,7.7,SU,
NHG580011,001,1,A,00400,pH,1/31/2024,8,SU,C3,MAXIMUM,ENF,7.7,SU,
NHG580011,001,1,A,00400,pH,2/29/2024,8,SU,C3,MAXIMUM,ENF,7.8,SU,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2022,29.3,lb/d,Q1,MO AVG,ENF,0.33,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2023,29.3,lb/d,Q1,MO AVG,ENF,0.4,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2022,29.3,lb/d,Q1,MO AVG,ENF,0.48,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",2/28/2023,29.3,lb/d,Q1,MO AVG,ENF,0.6,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2022,29.3,lb/d,Q1,MO AVG,ENF,0.67,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2022,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2022,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2022,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2022,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2023,29.3,lb/d,Q1,MO AVG,ENF,0,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2023,29.3,lb/d,Q1,MO AVG,ENF,1,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2022,29.3,lb/d,Q1,MO AVG,ENF,1.2,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",3/31/2023,29.3,lb/d,Q1,MO AVG,ENF,16.3,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2024,29.3,lb/d,Q1,MO AVG,ENF,2,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2022,29.3,lb/d,Q1,MO AVG,ENF,2.1,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2023,29.3,lb/d,Q1,MO AVG,ENF,7.3,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",2/29/2024,29.3,lb/d,Q1,MO AVG,ENF,8,lb/d,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2023,30,mg/L,C1,MO AVG,ENF,0.5,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2022,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",2/28/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",10/31/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",11/30/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",12/31/2023,30,mg/L,C1,MO AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2023,30,mg/L,C1,MO AVG,ENF,1,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",3/31/2023,30,mg/L,C1,MO AVG,ENF,17,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",9/30/2022,30,mg/L,C1,MO AVG,ENF,2,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",1/31/2024,30,mg/L,C1,MO AVG,ENF,2,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",4/30/2023,30,mg/L,C1,MO AVG,ENF,7,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",2/29/2024,30,mg/L,C1,MO AVG,ENF,9,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",5/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",6/30/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",7/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
NHG580011,001,1,A,00530,"Solids, total suspended",8/31/2022,45,mg/L,C2,WKLY AVG,ENF,0,mg/L,
